READ_NEME	REF_NAME	POS	STRAND	NUMBER_OF_ALIGNMENTS	HAMMING_DISTANCE
@D81P8DQ1:112:C1BRYACXX:7:1213:18046:84296/2	chr15:28356359-28361359	974	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:1213:20579:74901/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1214:3007:99290/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1214:3292:64544/2	chr15:28356359-28361359	3238	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1214:3871:26404/2	chr15:28356359-28361359	442	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1214:4919:80577/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1214:6385:64992/2	chr15:28356359-28361359	2343	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1214:9845:55434/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1214:10003:74446/2	chr15:28356359-28361359	235	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1214:14919:47211/2	chr15:28356359-28361359	800	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1214:15613:61289/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1214:15624:46387/2	chr15:28356359-28361359	2504	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1214:15625:56313/2	chr15:28356359-28361359	1096	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1214:19663:11256/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1215:2910:14018/2	chr15:28356359-28361359	450	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:1215:7726:61086/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1215:12198:39304/2	chr15:28356359-28361359	3568	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1215:16411:4280/2	chr15:28356359-28361359	1769	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1216:6613:63518/2	chr15:28356359-28361359	3228	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1216:13913:86312/2	chr15:28356359-28361359	2593	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1216:14290:51063/2	chr15:28356359-28361359	3729	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1216:16347:28769/2	chr15:28356359-28361359	4301	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:1216:20043:54189/2	chr15:28356359-28361359	3055	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1301:6575:67781/2	chr15:28356359-28361359	3004	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1301:6638:38209/2	chr15:28356359-28361359	741	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1301:16851:76877/2	chr15:28356359-28361359	1998	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1302:5924:48867/2	chr15:28356359-28361359	239	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1302:12575:38273/2	chr15:28356359-28361359	1363	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1303:7790:7956/2	chr15:28356359-28361359	3625	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1303:10945:57691/2	chr15:28356359-28361359	3596	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1303:11584:35473/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1303:12039:71935/2	chr15:28356359-28361359	2379	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1303:12737:37645/2	chr15:28356359-28361359	2109	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1303:12840:53676/2	chr15:28356359-28361359	2814	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:1304:3188:15323/2	chr15:28356359-28361359	3424	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1304:20561:38995/2	chr15:28356359-28361359	4892	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1305:1776:11162/2	chr15:28356359-28361359	1361	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1305:7941:65699/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1305:15267:84025/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1306:13120:65730/2	chr15:28356359-28361359	2817	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:1306:19019:78587/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1306:20964:70518/2	chr15:28356359-28361359	2930	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1307:10989:6828/2	chr15:28356359-28361359	324	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1307:14435:8427/2	chr15:28356359-28361359	3133	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1307:16788:29229/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1308:20959:63948/2	chr15:28356359-28361359	1246	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1309:5929:81082/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1309:6433:30891/2	chr15:28356359-28361359	4676	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:1310:3589:45871/2	chr15:28356359-28361359	2558	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1310:16777:60402/2	chr15:28356359-28361359	1928	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1310:18445:30396/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1311:2394:95366/2	chr15:28356359-28361359	940	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1311:4704:77257/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1311:12211:96565/2	chr15:28356359-28361359	2482	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1311:17043:83322/2	chr15:28356359-28361359	1672	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1312:3341:82816/2	chr15:28356359-28361359	3157	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1312:3685:60101/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1312:4340:23522/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1312:6464:3631/2	chr15:28356359-28361359	943	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1312:13573:42532/2	chr15:28356359-28361359	1200	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1312:13655:38301/2	chr15:28356359-28361359	782	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:1312:19052:40441/2	chr15:28356359-28361359	3001	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1312:21048:31434/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1313:5656:78138/2	chr15:28356359-28361359	1489	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1313:9479:45571/2	chr15:28356359-28361359	626	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1313:10262:16873/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1313:17360:21731/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1313:19837:68739/2	chr15:28356359-28361359	2563	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1314:1904:42179/2	chr15:28356359-28361359	778	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:1314:3304:81747/2	chr15:28356359-28361359	5	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1314:6533:79282/2	chr15:28356359-28361359	1684	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1314:8770:64731/2	chr15:28356359-28361359	3434	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1314:10610:24549/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1314:14073:43608/2	chr15:28356359-28361359	4578	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1314:18539:21840/2	chr15:28356359-28361359	2325	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1314:20594:75469/2	chr15:28356359-28361359	1727	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1315:7066:60131/2	chr15:28356359-28361359	4598	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:1315:11022:38405/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:1315:19949:33024/2	chr15:28356359-28361359	1794	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1316:4577:26059/2	chr15:28356359-28361359	1295	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1316:9225:36889/2	chr15:28356359-28361359	2433	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:1316:13368:81187/2	chr15:28356359-28361359	4791	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1316:13598:72793/2	chr15:28356359-28361359	1942	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:1316:19986:53164/2	chr15:28356359-28361359	562	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:1316:20560:13533/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2101:1678:62748/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2101:6241:81820/2	chr15:28356359-28361359	4767	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2101:17959:61081/2	chr15:28356359-28361359	1882	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2102:4205:64331/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2102:17440:72609/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2102:17629:53824/2	chr15:28356359-28361359	1957	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2102:20982:82508/2	chr15:28356359-28361359	3341	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2103:12234:80644/2	chr15:28356359-28361359	2598	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2103:19116:47128/2	chr15:28356359-28361359	2775	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2103:19918:21627/2	chr15:28356359-28361359	2305	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2103:20094:43348/2	chr15:28356359-28361359	980	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2104:12304:91211/2	chr15:28356359-28361359	3237	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2104:13524:20097/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2105:3512:63727/2	chr15:28356359-28361359	4301	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2105:14393:37318/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2105:18438:67100/2	chr15:28356359-28361359	3917	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2106:3377:2214/2	chr15:28356359-28361359	3907	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2106:4319:61547/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2106:12562:86846/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2106:17014:28274/2	chr15:28356359-28361359	4875	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2106:19820:38542/2	chr15:28356359-28361359	2492	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2107:3784:53607/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2107:4807:35446/2	chr15:28356359-28361359	3844	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2107:8801:91197/2	chr15:28356359-28361359	3098	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2107:9167:72206/2	chr15:28356359-28361359	1141	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2107:14950:13442/2	chr15:28356359-28361359	447	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2108:3084:30934/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2108:9896:29955/2	chr15:28356359-28361359	4377	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2108:11579:35678/2	chr15:28356359-28361359	1670	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2108:19847:28505/2	chr15:28356359-28361359	686	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2109:8537:68496/2	chr15:28356359-28361359	1900	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2109:15591:74294/2	chr15:28356359-28361359	4095	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2109:18970:52460/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2110:7774:11394/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2110:10197:95189/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2110:10858:2192/2	chr15:28356359-28361359	256	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2110:11358:25491/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2110:16517:47757/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2110:18561:62759/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2111:6429:95980/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2111:11279:34380/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2111:16521:30670/2	chr15:28356359-28361359	1899	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2111:17761:54291/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2111:18369:65100/2	chr15:28356359-28361359	3173	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2112:1882:90261/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2112:3641:68256/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2112:6961:2975/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2112:7887:55225/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2112:10535:39354/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2112:10594:3667/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2113:4169:95402/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2113:4294:73215/2	chr15:28356359-28361359	2044	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2113:4485:98821/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2113:8702:84085/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2113:15744:48111/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2113:18291:25900/2	chr15:28356359-28361359	3893	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2113:20263:60778/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2114:3479:52064/2	chr15:28356359-28361359	2111	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2114:6253:72829/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2114:8170:93992/2	chr15:28356359-28361359	1114	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2114:13412:89805/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2114:15679:63044/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2114:17731:71831/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2114:19500:34051/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2115:1887:39734/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2115:10103:90630/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2115:14569:75703/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2115:18856:42393/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2116:14563:2979/2	chr15:28356359-28361359	4722	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2116:14880:23894/2	chr15:28356359-28361359	1249	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2201:1720:76904/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2201:10292:23050/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2201:15895:67365/2	chr15:28356359-28361359	1511	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2202:2199:99092/2	chr15:28356359-28361359	2792	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2202:2847:44296/2	chr15:28356359-28361359	3355	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2202:8189:64365/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2202:9721:47135/2	chr15:28356359-28361359	863	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2202:10701:50294/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2202:12084:29395/2	chr15:28356359-28361359	3358	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2202:12909:67912/2	chr15:28356359-28361359	4151	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2202:16402:79226/2	chr15:28356359-28361359	4274	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2203:4282:53348/2	chr15:28356359-28361359	1723	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2203:4796:80092/2	chr15:28356359-28361359	729	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2203:7323:65678/2	chr15:28356359-28361359	2317	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2203:12181:80415/2	chr15:28356359-28361359	1022	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2203:13934:40199/2	chr15:28356359-28361359	3733	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2203:18924:78856/2	chr15:28356359-28361359	552	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2203:20692:62302/2	chr15:28356359-28361359	4872	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2204:3951:51956/2	chr15:28356359-28361359	312	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2204:12878:68550/2	chr15:28356359-28361359	4737	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2204:15415:38290/2	chr15:28356359-28361359	814	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2204:17043:45202/2	chr15:28356359-28361359	1669	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2204:17144:8098/2	chr15:28356359-28361359	2206	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2205:3267:47594/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2205:7204:28697/2	chr15:28356359-28361359	4230	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2205:8523:27458/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2205:16577:53466/2	chr15:28356359-28361359	2173	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2205:18455:5246/2	chr15:28356359-28361359	279	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2205:18578:52305/2	chr15:28356359-28361359	1728	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2206:8727:44826/2	chr15:28356359-28361359	4541	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2206:14288:21426/2	chr15:28356359-28361359	3836	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2207:1550:48083/2	chr15:28356359-28361359	2444	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2207:4293:85872/2	chr15:28356359-28361359	4805	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2207:5816:44725/2	chr15:28356359-28361359	1121	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2207:8171:81253/2	chr15:28356359-28361359	3482	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2207:20748:35772/2	chr15:28356359-28361359	3777	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2208:7030:95036/2	chr15:28356359-28361359	306	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2208:7795:69336/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2208:13324:32730/2	chr15:28356359-28361359	4282	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2208:14640:98669/2	chr15:28356359-28361359	4295	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2208:19259:28887/2	chr15:28356359-28361359	3076	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2209:3799:61920/2	chr15:28356359-28361359	1948	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2209:4129:12453/2	chr15:28356359-28361359	3803	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2209:7424:75626/2	chr15:28356359-28361359	3008	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2209:13334:18920/2	chr15:28356359-28361359	453	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2209:15707:50845/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2209:16256:80042/2	chr15:28356359-28361359	2632	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2210:6572:95782/2	chr15:28356359-28361359	669	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2210:9039:25313/2	chr15:28356359-28361359	2982	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2210:15567:88117/2	chr15:28356359-28361359	1134	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2210:18217:37644/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2210:18767:47389/2	chr15:28356359-28361359	2924	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2211:1105:56013/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2211:3199:91262/2	chr15:28356359-28361359	1601	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2211:5932:30864/2	chr15:28356359-28361359	3503	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2211:7316:23049/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2211:11855:34493/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2211:17637:57113/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2211:17735:61083/2	chr15:28356359-28361359	2668	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2211:18570:100092/2	chr15:28356359-28361359	328	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2211:19317:4665/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2212:2846:92708/2	chr15:28356359-28361359	3251	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2212:5354:69953/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2212:5395:54254/2	chr15:28356359-28361359	3586	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2212:7182:48890/2	chr15:28356359-28361359	3935	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2212:12057:60451/2	chr15:28356359-28361359	390	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2212:12611:97324/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2212:20133:63582/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2213:2411:92934/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2213:3092:45840/2	chr15:28356359-28361359	2669	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2213:3712:29327/2	chr15:28356359-28361359	4301	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2213:6282:14305/2	chr15:28356359-28361359	2406	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2213:11661:9613/2	chr15:28356359-28361359	1733	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2213:13790:22917/2	chr15:28356359-28361359	2517	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2214:12376:68799/2	chr15:28356359-28361359	1347	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2214:19884:93006/2	chr15:28356359-28361359	4699	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2215:1607:9728/2	chr15:28356359-28361359	717	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2215:9710:9967/2	chr15:28356359-28361359	746	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2215:14301:65449/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2215:14923:19203/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2216:14499:36920/2	chr15:28356359-28361359	3088	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2216:14615:2898/2	chr15:28356359-28361359	1643	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2301:1446:88111/2	chr15:28356359-28361359	318	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2301:6558:95163/2	chr15:28356359-28361359	3609	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2301:10775:88930/2	chr15:28356359-28361359	2010	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2301:11517:22379/2	chr15:28356359-28361359	1043	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2302:6453:63819/2	chr15:28356359-28361359	2747	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2302:10909:99178/2	chr15:28356359-28361359	4178	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2302:11927:62267/2	chr15:28356359-28361359	3685	+	1	2
@D81P8DQ1:112:C1BRYACXX:7:2302:12041:28486/2	chr15:28356359-28361359	1597	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2302:14084:69162/2	chr15:28356359-28361359	3613	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2302:14633:21311/2	chr15:28356359-28361359	2855	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2302:17081:40943/2	chr15:28356359-28361359	3951	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2302:17675:76507/2	chr15:28356359-28361359	3599	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2303:1809:63607/2	chr15:28356359-28361359	3553	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2303:1899:73807/2	chr15:28356359-28361359	2721	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2303:4059:90673/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2303:5742:98940/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2303:6982:72054/2	chr15:28356359-28361359	2987	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2303:14590:78041/2	chr15:28356359-28361359	3615	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2303:20906:14147/2	chr15:28356359-28361359	2571	+	1	0
@D81P8DQ1:112:C1BRYACXX:7:2305:1693:76057/2	chr15:28356359-28361359	1672	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2305:3096:93267/2	chr15:28356359-28361359	1646	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2305:14538:39102/2	chr15:28356359-28361359	2110	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2306:3116:91956/2	chr15:28356359-28361359	692	+	1	1
@D81P8DQ1:112:C1BRYACXX:7:2306:6230:28741/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2306:9560:45428/2	chr15:28356359-28361359	4397	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2306:11552:46451/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2306:13286:35763/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2306:14066:85151/2	chr15:28356359-28361359	3843	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2306:14145:78477/2	chr15:28356359-28361359	4647	-	1	1
@D81P8DQ1:112:C1BRYACXX:7:2306:14703:17756/2	chr15:28356359-28361359	3402	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2306:18027:93706/2	*	0	*	0	*
@D81P8DQ1:112:C1BRYACXX:7:2306:19603:29414/2	chr15:28356359-28361359	4089	-	1	0
@D81P8DQ1:112:C1BRYACXX:7:2307:1935:12516/2	chr15:28356359-28361359	1478	-	1	2
@D81P8DQ1:112:C1BRYACXX:7:2307:2579:79477/2	chr15:28356359-28361359	1879	+	1	0
